symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time,cluster
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,39.0,284.4,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,26.0,163.0,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,39.0,284.4,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,39.0,284.4,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,39.0,284.4,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,26.0,163.0,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,26.19172445772057,163.5255788636477,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,26.0,163.0,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,26.0,163.0,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,26.0,163.0,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,26.0,163.0,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,33.6915352986189,283.7272173793208,2452400.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,65.8012473044141,158.52983477454768,43305136.0,1200000019318579.0,2023-07-04 13:20:19,0
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,76.41108556054033,161.95073940820654,43305136.0,1200000019318579.0,2023-07-04 13:20:19,0
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,27.9526058651923,277.15235957252656,2452200.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,37.21633021810943,276.245898238574,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,44.36254681272535,290.5358199093112,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,26.00081726120024,271.9557756014506,2452200.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,38.382873076339166,285.39424010917486,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,30.54713891148504,279.8844106746579,2452200.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,34.285007596996856,300.26219387678094,2452400.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,35.47564593924536,286.9105407522696,2452400.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,24.743855854408224,151.8560191184159,43305137.0,1200000019318579.0,2023-07-04 13:20:19,0
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,39.0,284.4,2451900.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
NAM-INDIA,INE298J01013,2023-07-04,BSE,EQ,A,buy,False,34.0,284.5,2452400.0,1.6884499431590956e+18,2023-07-04 11:49:52,2
PCBL,INE602A01031,2023-07-04,NSE,EQ,EQ,buy,False,73.59923672229927,162.4847396079901,43305136.0,1200000019318579.0,2023-07-04 13:20:19,0
GREAVESCOT,INE224A01026,2023-07-05,NSE,EQ,EQ,buy,False,60.63214456331369,136.8711914160578,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-06,NSE,EQ,EQ,buy,False,54.16824737382751,139.90799178317104,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-07,NSE,EQ,EQ,buy,False,48.65051489812063,141.73810681619028,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-08,NSE,EQ,EQ,buy,False,83.88411440078806,134.71501278187455,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-09,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-10,NSE,EQ,EQ,buy,False,49.63872675493008,144.6645550266471,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-11,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,143.0320021070547,204.7901919957039,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,942.691562692954,18.81932850256768,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
GREAVESCOT,INE224A01026,2023-07-12,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,46.38342365369688,201.18948134930292,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,288.5973039133672,30.53307517243453,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,140.86953518142798,197.9138877619979,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.0,208.5,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,995.7305472319532,17.709898457409235,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,47.9621906607088,200.89309853265644,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,296.02311413953794,31.59523449446736,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.291725568508284,206.60149770278952,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.0,208.5,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,146.9811534731099,213.65750105336028,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.0,208.5,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,301.1556591477774,30.060356019292925,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.03270444841042,227.00779511146052,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.797826792297284,210.4950212305573,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.0,208.5,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,48.62868754365181,222.91531378267285,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1010.308782093206,17.89413749413234,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
GREAVESCOT,INE224A01026,2023-07-13,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-14,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-15,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-16,NSE,EQ,EQ,buy,False,51.0,138.9,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-17,NSE,EQ,EQ,buy,False,51.0,138.9,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-18,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-19,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-20,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-21,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-22,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-23,NSE,EQ,EQ,buy,False,51.0,138.9,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-24,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-25,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-26,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-27,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-28,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-29,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-30,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-31,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
